Year,Cohort,Female,Male,Total,Year
1935   45,1889,2856.65     4,127.36,6984.01,1935
1935   46,1889,2960.02     4,231.93,7191.95,1935
1935   46,1888,2973.95     4,329.15,7303.1,1935
1935   47,1888,3077.95     4,425.63,7503.58,1935
1935   47,1887,3092.44     4,527.3,7619.74,1935
1935   48,1887,3197.07     4,615.77,7812.84,1935
1935   48,1886,3212.11     4,721.8,7933.91,1935
1935   49,1886,3317.36     4,802.34,8119.7,1935
1935   49,1885,3332.97     4,912.67,8245.64,1935
1935   50,1885,3427.85     4,986.37,8414.22,1935
1935   50,1884,3461.94     5,94.8,8556.74,1935
1935   51,1884,3538.07     5,153.81,8691.88,1935
1935   51,1883,3573.25     5,265.89,8839.14,1935
1935   52,1883,3637.33     5,305.56,8942.89,1935
1935   52,1882,3673.49     5,420.94,9094.43,1935
1935   53,1882,3725.64     5,441.63,9167.27,1935
1935   53,1881,3762.69     5,559.96,9322.65,1935
1935   54,1881,3803.01     5,562,9365.01,1935
1935   54,1880,3840.82     5,682.96,9523.78,1935
1935   55,1880,3869.67     5,675.21,9544.88,1935
1935   55,1879,3919.10     5,791.67,9710.77,1935
1935   56,1879,3959.17     5,794.79,9753.96,1935
1935   56,1878,4009.75     5,913.7,9923.45,1935
1935   57,1878,4071.84     5,929.18,10001.02,1935
1935   57,1877,4123.86     6,50.85,10174.71,1935
1935   58,1877,4207.69     6,78.4,10286.09,1935
1935   58,1876,4261.45     6,203.13,10464.58,1935
1935   59,1876,4366.72     6,242.44,10609.16,1935
1935   59,1875,4422.50     6,370.54,10793.04,1935
1935   60,1875,4505.84     6,398.97,10904.81,1935
1935   60,1874,4642.58     6,569.59,11212.17,1935
1935   61,1874,4687.20     6,574.87,11262.07,1935
1935   61,1873,4829.44     6,750.18,11579.62,1935
1935   62,1873,4869.28     6,748.36,11617.64,1935
1935   62,1872,5017.05     6,928.29,11945.34,1935
1935   63,1872,5052.10     6,919.43,11971.53,1935
1935   63,1871,5205.42     7,103.92,12309.34,1935
1935   64,1871,5235.65     7,88.08,12323.73,1935
1935   64,1870,5394.54     7,277.07,12671.61,1935
1935   65,1870,5370.71     7,215.07,12585.78,1935
1935   65,1869,5625.23     7,472.93,13098.16,1935
1935   66,1869,5529.56     7,336.74,12866.3,1935
1935   66,1868,5791.61     7,598.95,13390.56,1935
1935   67,1868,5664.50     7,414.59,13079.09,1935
1935   67,1867,5932.94     7,679.59,13612.53,1935
1935   68,1867,5775.54     7,448.62,13224.16,1935
1935   68,1866,6049.24     7,714.83,13764.07,1935
1935   69,1866,5862.67     7,438.83,13301.5,1935
1935   69,1865,6140.51     7,704.69,13845.2,1935
1935   70,1865,5897.23     7,364.46,13261.69,1935
1935   70,1864,6241.33     7,685.87,13927.2,1935
1935   71,1864,5953.62     7,314.2,13267.82,1935
1935   71,1863,6301.01     7,633.43,13934.44,1935
1935   72,1863,6003.51     7,267.1,13270.61,1935
1935   72,1862,6353.80     7,584.27,13938.07,1935
1935   73,1862,6046.88     7,223.15,13270.03,1935
1935   73,1861,6399.71     7,538.4,13938.11,1935
1935   74,1861,6083.76     7,182.35,13266.11,1935
1935   74,1860,6438.73     7,495.82,13934.55,1935
1935   75,1860,6065.33     7,90.67,13156,1935
1935   75,1859,6494.20     7,474.55,13968.75,1935
1935   76,1859,6015.27     6,951.11,12966.38,1935
1935   76,1858,6440.60     7,327.44,13768.04,1935
1935   77,1858,5884.96     6,709.46,12594.42,1935
1935   77,1857,6301.07     7,72.71,13373.78,1935
1935   78,1857,5674.40     6,365.71,12040.11,1935
1935   78,1856,6075.63     6,710.35,12785.98,1935
1935   79,1856,5383.60     5,919.87,11303.47,1935
1935   79,1855,5764.27     6,240.37,12004.64,1935
1935   80,1855,5025.35     5,400.57,10425.92,1935
1935   80,1854,5382.84     5,677.02,11059.86,1935
1935   81,1854,4657.17     4,875.11,9532.28,1935
1935   81,1853,4988.47     5,124.66,10113.13,1935
1935   82,1853,4291.78     4,372.91,8664.69,1935
1935   82,1852,4597.09     4,596.76,9193.85,1935
1935   83,1852,3929.19     3,893.98,7823.17,1935
1935   83,1851,4208.70     4,93.32,8302.02,1935
1935   84,1851,3569.38     3,438.33,7007.71,1935
1935   84,1850,3823.30     3,614.33,7437.63,1935
1935   85,1850,3241.81     3,40.23,6282.04,1935
1935   85,1849,3411.79     3,125.04,6536.83,1935
1935   86,1849,2885.35     2,624.96,5510.31,1935
1935   86,1848,3036.64     2,698.19,5734.83,1935
1935   87,1848,2532.70     2,231.8,4764.5,1935
1935   87,1847,2665.50     2,294.06,4959.56,1935
1935   88,1847,2183.86     1,860.73,4044.59,1935
1935   88,1846,2298.36     1,912.64,4211,1935
1935   89,1846,1838.82     1,511.76,3350.58,1935
1935   89,1845,1935.24     1,553.93,3489.17,1935
1935   90,1845,1526.95     1,207.67,2734.62,1935
1935   90,1844,1559.50     1,203.7,2763.2,1935
1935   91,1844,1222.12,923.86,2145.98,1935
1935   91,1843,1248.18,920.83,2169.01,1935
1935   92,1843,958.96,688.22,1647.18,1935
1935   92,1842,979.4,685.96,1665.36,1935
1935   93,1842,737.45,500.75,1238.2,1935
1935   93,1841,753.17,499.11,1252.28,1935
1935   94,1841,557.6,361.46,919.06,1935
1935   94,1840,569.48,360.27,929.75,1935
1935   95,1840,425.04,271.57,696.61,1935
1935   95,1839,417.42,257.78,675.2,1935
1935   96,1839,310.6,195.47,506.07,1935
1935   96,1838,305.02,185.55,490.57,1935
1935   97,1838,222.64,136.62,359.26,1935
1935   97,1837,218.64,129.68,348.32,1935
1935   98,1837,161.17,95.01,256.18,1935
1935   98,1836,158.27,90.19,248.46,1935
1935   99,1836,126.18,70.65,196.83,1935
1935   99,1835,123.92,67.06,190.98,1935
1935  100,1835,131.75,70.52,202.27,1935
1935  100,1834,111.45,62.88,174.33,1935
1935  101,1834,94.57,52.35,146.92,1935
1935  101,1833,84.62,43.2,127.82,1935
1935  102,1833,71.29,35.7,106.99,1935
1935  102,1832,59.84,29.4,89.24,1935
1935  103,1832,50.04,24.12,74.16,1935
1935  103,1831,41.69,19.72,61.41,1935
1935  104,1831,34.6,16.06,50.66,1935
1935  104,1830,28.61,13.03,41.64,1935
1935  105,1830,23.57,10.54,34.11,1935
1935  105,1829,19.35,8.49,27.84,1935
1935  106,1829,15.82,6.81,22.63,1935
1935  106,1828,12.88,5.44,18.32,1935
1935  107,1828,10.45,4.34,14.79,1935
1935  107,1827,8.45,3.44,11.89,1935
1935  108,1827,6.8,2.72,9.52,1935
1935  108,1826,5.45,2.14,7.59,1935
1935  109,1826,4.36,1.68,6.04,1935
1935  109,1825,3.47,1.31,4.78,1935
1935  110+,.,11.6,3.53,15.13,1935
1936    0,1936,39893.79    51,867.8,91761.59,1936
1936    0,1935,12931.96    17,956.43,30888.39,1936
1936 1,1935,4313.71     5,241.68,9555.39,1936
1936 1,1934,3415.10     4,146.43,7561.53,1936
1936 2,1934,2041.89     2,410.08,4451.97,1936
1936 2,1933,1843.03     2,188.88,4031.91,1936
1936 3,1933,1419.75     1,638.16,3057.91,1936
1936 3,1932,1318.31     1,527.25,2845.56,1936
1936 4,1932,1172.23     1,325.24,2497.47,1936
1936 4,1931,1088.48     1,235.52,2324,1936
1936 5,1931,983.83     1,173.83,2157.66,1936
1936 5,1930,955.42     1,118.72,2074.14,1936
1936 6,1930,871.10     1,104.76,1975.86,1936
1936 6,1929,845.95     1,52.9,1898.85,1936
1936 7,1929,780.98     1,43.33,1824.31,1936
1936 7,1928,758.44,994.35,1752.79,1936
1936 8,1928,713.48,989.55,1703.03,1936
1936 8,1927,692.88,943.1,1635.98,1936
1936 9,1927,668.59,943.41,1612,1936
1936 9,1926,649.29,899.12,1548.41,1936
1936 10,1926,627.83,889.53,1517.36,1936
1936 10,1925,649.49,888.4,1537.89,1936
1936 11,1925,638.07,891.16,1529.23,1936
1936 11,1924,660.08,890.02,1550.1,1936
1936 12,1924,680.14,932.02,1612.16,1936
1936 12,1923,703.6,930.84,1634.44,1936
1936   13,1923,754.03     1,12.13,1766.16,1936
1936   13,1922,780.04     1,10.84,1790.88,1936
1936   14,1922,859.75     1,131.47,1991.22,1936
1936   14,1921,889.41     1,130.04,2019.45,1936
1936   15,1921,991.66     1,258.69,2250.35,1936
1936   15,1920,1023.82     1,302.65,2326.47,1936
1936   16,1920,1121.32     1,402.47,2523.79,1936
1936   16,1919,1157.68     1,451.46,2609.14,1936
1936   17,1919,1242.95     1,534.27,2777.22,1936
1936   17,1918,1283.25     1,587.86,2871.11,1936
1936   18,1918,1356.55     1,654.08,3010.63,1936
1936   18,1917,1400.54     1,711.85,3112.39,1936
1936   19,1917,1462.13     1,761.91,3224.04,1936
1936   19,1916,1509.54     1,823.45,3332.99,1936
1936   20,1916,1582.68     1,936.06,3518.74,1936
1936   20,1915,1586.33     1,842.23,3428.56,1936
1936   21,1915,1670.77     2,17.07,3687.84,1936
1936   21,1914,1674.63     1,919.3,3593.93,1936
1936   22,1914,1747.93     2,79.13,3827.06,1936
1936   22,1913,1751.97     1,978.36,3730.33,1936
1936   23,1913,1814.17     2,122.26,3936.43,1936
1936   23,1912,1818.36     2,19.4,3837.76,1936
1936   24,1912,1869.47     2,146.45,4015.92,1936
1936   24,1911,1873.79     2,42.41,3916.2,1936
1936   25,1911,1918.82     2,174.63,4093.45,1936
1936   25,1910,1911.75     2,31.47,3943.22,1936
1936   26,1910,1947.68     2,182.51,4130.19,1936
1936   26,1909,1940.50     2,38.83,3979.33,1936
1936   27,1909,1960.90     2,192.97,4153.87,1936
1936   27,1908,1953.67     2,48.61,4002.28,1936
1936   28,1908,1958.46     2,206.02,4164.48,1936
1936   28,1907,1951.24     2,60.79,4012.03,1936
1936   29,1907,1940.37     2,221.64,4162.01,1936
1936   29,1906,1933.22     2,75.39,4008.61,1936
1936   30,1906,1916.06     2,222.34,4138.4,1936
1936   30,1905,1905.18     2,118.02,4023.2,1936
1936   31,1905,1911.75     2,267.84,4179.59,1936
1936   31,1904,1900.90     2,161.38,4062.28,1936
1936   32,1904,1936.90     2,340.81,4277.71,1936
1936   32,1903,1925.90     2,230.93,4156.83,1936
1936   33,1903,1991.51     2,441.25,4432.76,1936
1936   33,1902,1980.20     2,326.65,4306.85,1936
1936   34,1902,2075.57     2,569.15,4644.72,1936
1936   34,1901,2063.79     2,448.55,4512.34,1936
1936   35,1901,2168.24     2,669.46,4837.7,1936
1936   35,1900,2182.84     2,643.77,4826.61,1936
1936   36,1900,2266.40     2,824.97,5091.37,1936
1936   36,1899,2281.65     2,797.78,5079.43,1936
1936   37,1899,2349.88     2,983.53,5333.41,1936
1936   37,1898,2365.69     2,954.81,5320.5,1936
1936   38,1898,2418.69     3,145.13,5563.82,1936
1936   38,1897,2434.96     3,114.86,5549.82,1936
1936   39,1897,2472.82     3,309.79,5782.61,1936
1936   39,1896,2489.46     3,277.93,5767.39,1936
1936   40,1896,2518.08     3,441.74,5959.82,1936
1936   40,1895,2532.99     3,480.26,6013.25,1936
1936   41,1895,2571.61     3,612.21,6183.82,1936
1936   41,1894,2586.84     3,652.64,6239.48,1936
1936   42,1894,2639.19     3,787.19,6426.38,1936
1936   42,1893,2654.83     3,829.57,6484.4,1936
1936   43,1893,2720.83     3,966.67,6687.5,1936
1936   43,1892,2736.95     4,11.06,6748.01,1936
1936   44,1892,2816.52     4,150.65,6967.17,1936
1936   44,1891,2833.20     4,197.1,7030.3,1936
1936   45,1891,2924.42     4,312.58,7237,1936
1936   45,1890,2942.92     4,415.26,7358.18,1936
1936   46,1890,3040.67     4,507.39,7548.06,1936
1936   46,1889,3059.91     4,614.71,7674.62,1936
1936   47,1889,3163.44     4,709.69,7873.13,1936
1936   47,1888,3183.46     4,821.82,8005.28,1936
1936   48,1888,3292.74     4,919.49,8212.23,1936
1936   48,1887,3313.57     5,36.62,8350.19,1936
1936   49,1887,3428.56     5,136.78,8565.34,1936
1936   49,1886,3450.25     5,259.08,8709.33,1936
1936   50,1886,3557.71     5,359.28,8916.99,1936
1936   50,1885,3598.89     5,480.29,9079.18,1936
1936   51,1885,3682.93     5,558.42,9241.35,1936
1936   51,1884,3725.55     5,683.93,9409.48,1936
1936   52,1884,3791.38     5,731.78,9523.16,1936
1936   52,1883,3835.26     5,861.2,9696.46,1936
1936   53,1883,3883.06     5,879.35,9762.41,1936
1936   53,1882,3928.01     6,12.11,9940.12,1936
1936   54,1882,3957.99     6,1.15,9959.14,1936
1936   54,1881,4003.80     6,136.66,10140.46,1936
1936   55,1881,4018.34     6,108.37,10126.71,1936
1936   55,1880,4076.25     6,238.81,10315.06,1936
1936   56,1880,4106.74     6,223.67,10330.41,1936
1936   56,1879,4165.92     6,356.57,10522.49,1936
1936   57,1879,4225.45     6,358.22,10583.67,1936
1936   57,1878,4286.34     6,493.99,10780.33,1936
1936   58,1878,4374.47     6,511.99,10886.46,1936
1936   58,1877,4437.51     6,651.05,11088.56,1936
1936   59,1877,4553.81     6,685.01,11238.82,1936
1936   59,1876,4619.44     6,827.76,11447.2,1936
1936   60,1876,4718.29     6,854.05,11572.34,1936
1936   60,1875,4869.33     7,42.55,11911.88,1936
1936   61,1875,4932.65     7,50.78,11983.43,1936
1936   61,1874,5090.55     7,244.69,12335.24,1936
1936   62,1874,5153.53     7,252.57,12406.1,1936
1936   62,1873,5318.50     7,452.03,12770.53,1936
1936   63,1873,5380.94     7,459.42,12840.36,1936
1936   63,1872,5553.19     7,664.56,13217.75,1936
1936   64,1872,5614.87     7,671.32,13286.19,1936
1936   64,1871,5794.61     7,882.3,13676.91,1936
1936   65,1871,5797.76     7,840.34,13638.1,1936
1936   65,1870,6082.34     8,127.19,14209.53,1936
1936   66,1870,5990.06     7,984.82,13974.88,1936
1936   66,1869,6284.07     8,276.96,14561.03,1936
1936   67,1869,6136.19     8,57.79,14193.98,1936
1936   67,1868,6437.37     8,352.59,14789.96,1936
1936   68,1868,6236.17     8,59.23,14295.4,1936
1936   68,1867,6542.26     8,354.09,14896.35,1936
1936   69,1867,6290.00     7,989.16,14279.16,1936
1936   69,1866,6598.73     8,281.45,14880.18,1936
1936   70,1866,6276.07     7,835.92,14111.99,1936
1936   70,1865,6653.00     8,184.59,14837.59,1936
1936   71,1865,6309.50     7,735.94,14045.44,1936
1936   71,1864,6688.44     8,80.17,14768.61,1936
1936   72,1864,6368.73     7,677.02,14045.75,1936
1936   72,1863,6751.23     8,18.63,14769.86,1936
1936   73,1863,6453.77     7,659.17,14112.94,1936
1936   73,1862,6841.37     7,999.98,14841.35,1936
1936   74,1862,6564.60     7,682.38,14246.98,1936
1936   74,1861,6958.86     8,24.22,14983.08,1936
1936   75,1861,6638.06     7,677.73,14315.79,1936
1936   75,1860,7118.92     8,100.01,15218.93,1936
1936   76,1860,6660.65     7,606.61,14267.26,1936
1936   76,1859,7143.14     8,24.97,15168.11,1936
1936   77,1859,6570.01     7,400.41,13970.42,1936
1936   77,1858,7045.93     7,807.44,14853.37,1936
1936   78,1858,6366.13     7,59.15,13425.28,1936
1936   78,1857,6827.29     7,447.41,14274.7,1936
1936   79,1857,6049.02     6,582.82,12631.84,1936
1936   79,1856,6487.21     6,944.88,13432.09,1936
1936   80,1856,5637.69     6,6.78,11644.47,1936
1936   80,1855,6048.50     6,319.43,12367.93,1936
1936   81,1855,5215.28     5,419.9,10635.18,1936
1936   81,1854,5595.31     5,702,11297.31,1936
1936   82,1854,4800.71     4,858.41,9659.12,1936
1936   82,1853,5150.53     5,111.28,10261.81,1936
1936   83,1853,4393.99     4,322.31,8716.3,1936
1936   83,1852,4714.17     4,547.28,9261.45,1936
1936   84,1852,3995.10     3,811.61,7806.71,1936
1936   84,1851,4286.22     4,10,8296.22,1936
1936   85,1851,3635.69     3,364.72,7000.41,1936
1936   85,1850,3832.50     3,461.41,7293.91,1936
1936   86,1850,3241.52     2,900.7,6142.22,1936
1936   86,1849,3416.99     2,984.06,6401.05,1936
1936   87,1849,2847.78     2,463.57,5311.35,1936
1936   87,1848,3001.94     2,534.36,5536.3,1936
1936   88,1848,2454.47     2,53.3,4507.77,1936
1936   88,1847,2587.34     2,112.3,4699.64,1936
1936   89,1847,2061.60     1,669.91,3731.51,1936
1936   89,1846,2173.20     1,717.89,3891.09,1936
1936   90,1846,1703.22     1,338.07,3041.29,1936
1936   90,1845,1742.34     1,334.77,3077.11,1936
1936   91,1845,1355.28     1,28.26,2383.54,1936
1936   91,1844,1386.40     1,25.72,2412.12,1936
1936   92,1844,1057.87,770.73,1828.6,1936
1936   92,1843,1082.17,768.82,1850.99,1936
1936   93,1843,811.01,565.47,1376.48,1936
1936   93,1842,829.64,564.07,1393.71,1936
1936   94,1842,614.69,412.48,1027.17,1936
1936   94,1841,628.81,411.47,1040.28,1936
1936   95,1841,474.04,313.49,787.53,1936
1936   95,1840,466.28,297.82,764.1,1936
1936   96,1840,351.88,228.59,580.47,1936
1936   96,1839,346.12,217.16,563.28,1936
1936   97,1839,256.22,161.94,418.16,1936
1936   97,1838,252.03,153.84,405.87,1936
1936   98,1838,187.07,113.54,300.61,1936
1936   98,1837,184.01,107.87,291.88,1936
1936   99,1837,144.42,83.41,227.83,1936
1936   99,1836,142.05,79.24,221.29,1936
1936  100,1836,142.27,76.8,219.07,1936
1936  100,1835,118.43,64.15,182.58,1936
1936  101,1835,100.05,53.25,153.3,1936
1936  101,1834,83.64,46.99,130.63,1936
1936  102,1834,70.12,38.71,108.83,1936
1936  102,1833,61.98,31.6,93.58,1936
1936  103,1833,51.56,25.84,77.4,1936
1936  103,1832,42.72,21.04,63.76,1936
1936  104,1832,35.26,17.07,52.33,1936
1936  104,1831,28.99,13.79,42.78,1936
1936  105,1831,23.74,11.1,34.84,1936
1936  105,1830,19.36,8.9,28.26,1936
1936  106,1830,15.72,7.11,22.83,1936
1936  106,1829,12.72,5.65,18.37,1936
1936  107,1829,10.25,4.48,14.73,1936
1936  107,1828,8.23,3.54,11.77,1936
1936  108,1828,6.58,2.78,9.36,1936
1936  108,1827,5.23,2.18,7.41,1936
1936  109,1827,4.15,1.7,5.85,1936
1936  109,1826,3.28,1.32,4.6,1936
1936  110+,.,10.39,3.5,13.89,1936
1937    0,1937,39550.35    51,313.86,90864.21,1937
1937    0,1936,12239.86    16,919.2,29159.06,1937
1937 1,1936,4200.28     4,874.38,9074.66,1937
1937 1,1935,3336.41     3,868.31,7204.72,1937
1937 2,1935,1960.35     2,306.18,4266.53,1937
1937 2,1934,1827.00     2,160.75,3987.75,1937
1937 3,1934,1320.44     1,551.4,2871.84,1937
1937 3,1933,1190.12     1,407.2,2597.32,1937
1937 4,1933,1034.78     1,253.76,2288.54,1937
1937 4,1932,959.46     1,167.37,2126.83,1937
1937 5,1932,872.18     1,102.52,1974.7,1937
1937 5,1931,845.77     1,49.42,1895.19,1937
1937 6,1931,783.34     1,14.66,1798,1937
1937 6,1930,759.63,965.79,1725.42,1937
1937 7,1930,709.71,940.19,1649.9,1937
1937 7,1929,688.23,894.91,1583.14,1937
1937 8,1929,651.29,879.12,1530.41,1937
1937 8,1928,631.57,836.77,1468.34,1937
1937 9,1928,608.07,831.43,1439.5,1937
1937 9,1927,589.66,791.38,1381.04,1937
1937 10,1927,565.07,783.67,1348.74,1937
1937 10,1926,583.71,781.67,1365.38,1937
1937 11,1926,571.08,791.7,1362.78,1937
1937 11,1925,589.92,789.68,1379.6,1937
1937 12,1925,610.24,841.27,1451.51,1937
1937 12,1924,630.37,839.12,1469.49,1937
1937   13,1924,682.55,932.37,1614.92,1937
1937   13,1923,705.07,929.99,1635.06,1937
1937   14,1923,788.02     1,65.01,1853.03,1937
1937   14,1922,814.02     1,62.29,1876.31,1937
1937   15,1922,920.44     1,207.22,2127.66,1937
1937   15,1921,948.91     1,247.78,2196.69,1937
1937   16,1921,1049.54     1,359.5,2409.04,1937
1937   16,1920,1082.00     1,405.17,2487.17,1937
1937   17,1920,1168.97     1,492.96,2661.93,1937
1937   17,1919,1205.12     1,543.12,2748.24,1937
1937   18,1919,1278.73     1,607.62,2886.35,1937
1937   18,1918,1318.29     1,661.63,2979.92,1937
1937   19,1918,1378.84     1,703.47,3082.31,1937
1937   19,1917,1421.48     1,760.7,3182.18,1937
1937   20,1917,1490.88     1,857.51,3348.39,1937
1937   20,1916,1492.16     1,765.21,3257.37,1937
1937   21,1916,1569.98     1,924.01,3493.99,1937
1937   21,1915,1571.33     1,828.41,3399.74,1937
1937   22,1915,1636.40     1,976.68,3613.08,1937
1937   22,1914,1637.81     1,878.46,3516.27,1937
1937   23,1914,1690.13     2,15.52,3705.65,1937
1937   23,1913,1691.58     1,915.37,3606.95,1937
1937   24,1913,1731.17     2,40.53,3771.7,1937
1937   24,1912,1732.66     1,939.13,3671.79,1937
1937   25,1912,1765.90     2,73.16,3839.06,1937
1937   25,1911,1756.85     1,934.19,3691.04,1937
1937   26,1911,1788.23     2,88.76,3876.99,1937
1937   26,1910,1779.06     1,948.75,3727.81,1937
1937   27,1910,1804.44     2,108.69,3913.13,1937
1937   27,1909,1795.18     1,967.34,3762.52,1937
1937   28,1909,1814.54     2,132.95,3947.49,1937
1937   28,1908,1805.23     1,989.97,3795.2,1937
1937   29,1908,1818.53     2,161.53,3980.06,1937
1937   29,1907,1809.20     2,16.64,3825.84,1937
1937   30,1907,1822.26     2,175.55,3997.81,1937
1937   30,1906,1809.29     2,70.76,3880.05,1937
1937   31,1906,1838.25     2,226.34,4064.59,1937
1937   31,1905,1825.17     2,119.1,3944.27,1937
